date_time,temperature,humidity,battery
2021-09-09 02:10:00,21.64402631578947,44.026315789473685,100.0
2021-09-09 02:11:00,21.643929999999997,43.93,100.0
2021-09-09 02:12:00,21.64398,43.980000000000004,100.0
2021-09-09 02:13:00,21.667476470588234,43.94705882352941,100.0
2021-09-09 02:14:00,21.682944444444445,44.05555555555556,100.0
2021-09-09 02:15:00,21.722989473684212,44.04210526315789,100.0
2021-09-09 02:16:00,21.73155,44.05,100.0
2021-09-09 02:17:00,21.734590476190476,44.11428571428572,100.0
2021-09-09 02:18:00,21.744010526315787,44.01052631578948,100.0
2021-09-09 02:19:00,21.744086666666664,44.08666666666667,100.0
2021-09-09 02:20:00,21.744175,44.175000000000004,100.0
2021-09-09 02:21:00,21.744131818181817,44.13181818181818,100.0
2021-09-09 02:22:00,21.76911875,44.11875,100.0
2021-09-09 02:23:00,21.81748,44.14666666666667,100.0
2021-09-09 02:24:00,21.8378625,44.112500000000004,100.0
2021-09-09 02:25:00,21.8379,44.150000000000006,100.0
2021-09-09 02:26:00,21.844146153846154,44.146153846153844,100.0
2021-09-09 02:27:00,21.851314285714288,44.17142857142858,100.0
2021-09-09 02:28:00,21.844107142857144,44.107142857142854,100.0
2021-09-09 02:29:00,21.864106666666668,44.10666666666667,100.0
2021-09-09 02:30:00,21.881005263157896,44.16315789473684,100.0
2021-09-09 02:31:00,21.90890588235294,44.2,100.0
2021-09-09 02:32:00,21.944142105263158,44.142105263157895,100.0
2021-09-09 02:33:00,21.944131249999998,44.13125,100.0
2021-09-09 02:34:00,21.949199999999998,44.2,100.0
2021-09-09 02:35:00,21.95255,44.21666666666667,100.0
2021-09-09 02:36:00,21.981131578947366,44.28947368421053,100.0
2021-09-09 02:37:00,22.027627777777777,44.294444444444444,100.0
2021-09-09 02:38:00,22.0443125,44.3125,100.0
2021-09-09 02:39:00,22.0444,44.4,100.0
2021-09-09 02:40:00,22.038517647058825,44.4,100.0
2021-09-09 02:41:00,22.0516,44.457142857142856,100.0
2021-09-09 02:42:00,22.07112,44.45333333333333,100.0
2021-09-09 02:43:00,22.089909090909092,44.45454545454545,100.0
2021-09-09 02:44:00,22.127783333333337,44.449999999999996,100.0
2021-09-09 02:45:00,22.1445,44.5,100.0
2021-09-09 02:46:00,22.1446,44.6,100.0
2021-09-09 02:47:00,22.1446,44.6,100.0
2021-09-09 02:48:00,22.1446,44.6,100.0
2021-09-09 02:49:00,22.1447,44.7,100.0
2021-09-09 02:50:00,22.1448,44.8,100.0
2021-09-09 02:52:00,22.1448,44.8,100.0
2021-09-09 02:53:00,22.1448,44.8,100.0
2021-09-09 02:54:00,22.1449,44.9,100.0
2021-09-09 02:55:00,22.1448,44.8,100.0
2021-09-09 02:56:00,22.14488,44.879999999999995,100.0
2021-09-09 02:57:00,22.144849999999998,44.849999999999994,100.0
2021-09-09 02:58:00,22.14493333333333,44.93333333333334,100.0
2021-09-09 02:59:00,22.178299999999997,44.96666666666667,100.0
2021-09-09 03:00:00,22.178299999999997,44.96666666666667,100.0
2021-09-09 03:01:00,22.245,45.0,100.0
2021-09-09 03:02:00,22.144966666666665,44.96666666666667,100.0
2021-09-09 03:03:00,22.195,45.0,100.0
2021-09-09 03:04:00,22.245033333333335,45.03333333333333,100.0
2021-09-09 03:05:00,22.2451,45.1,100.0
2021-09-09 03:06:00,22.278366666666667,45.03333333333333,100.0
2021-09-09 03:07:00,22.2451,45.1,100.0
2021-09-09 03:08:00,22.278433333333336,45.1,100.0
2021-09-09 03:09:00,22.3451,45.1,100.0
2021-09-09 03:10:00,22.3451,45.1,100.0
2021-09-09 03:11:00,22.34516,45.160000000000004,100.0
2021-09-09 03:12:00,22.3452,45.2,100.0
2021-09-09 03:14:00,22.3452,45.2,100.0
2021-09-09 03:15:00,22.42518,45.18,100.0
2021-09-09 03:16:00,22.4452,45.2,100.0
2021-09-09 03:17:00,22.44522,45.220000000000006,100.0
2021-09-09 03:18:00,22.445275,45.275,100.0
2021-09-09 03:19:00,22.4452,45.20000000000001,100.0
2021-09-09 03:21:00,22.4452,45.2,100.0
2021-09-09 03:22:00,22.4452,45.2,100.0
2021-09-09 03:23:00,22.4452,45.2,100.0
2021-09-09 03:24:00,22.5451,45.1,100.0
2021-09-09 03:25:00,22.445,45.0,100.0
2021-09-09 03:26:00,22.4447,44.7,100.0
2021-09-09 03:27:00,22.5447,44.7,100.0
2021-09-09 03:30:00,22.4444,44.4,100.0
2021-09-09 03:31:00,22.5443,44.3,100.0
2021-09-09 03:33:00,22.5441,44.1,100.0
2021-09-09 03:34:00,22.5107,44.03333333333333,100.0
2021-09-09 03:35:00,22.543950000000002,43.95,100.0
2021-09-09 03:36:00,22.5437,43.7,100.0
2021-09-09 03:38:00,22.5433,43.3,100.0
2021-09-09 03:39:00,22.5434,43.4,100.0
2021-09-09 03:40:00,22.543266666666664,43.26666666666667,100.0
2021-09-09 03:42:00,22.543066666666665,43.06666666666666,100.0
2021-09-09 03:43:00,22.542999999999996,43.0,100.0
2021-09-09 03:45:00,22.54263333333333,42.63333333333333,100.0
2021-09-09 03:46:00,22.542650000000002,42.650000000000006,100.0
2021-09-09 03:48:00,22.54256666666667,42.56666666666667,100.0
2021-09-09 03:50:00,22.542425,42.425,100.0
2021-09-09 03:51:00,22.542250000000003,42.25,100.0
2021-09-09 03:52:00,22.5423,42.3,100.0
2021-09-09 03:54:00,22.54215,42.150000000000006,100.0
2021-09-09 03:55:00,22.5421,42.1,100.0
2021-09-09 03:56:00,22.54215,42.150000000000006,100.0
2021-09-09 03:58:00,22.5419,41.9,100.0
2021-09-09 03:59:00,22.5419,41.9,100.0
2021-09-09 04:00:00,22.5419,41.9,100.0
2021-09-09 04:04:00,22.5417,41.7,100.0
2021-09-09 04:08:00,22.5415,41.5,100.0
2021-09-09 04:09:00,22.591450000000002,41.45,100.0
2021-09-09 04:10:00,22.608099999999997,41.43333333333333,100.0
2021-09-09 04:11:00,22.591575,41.575,100.0
2021-09-09 04:12:00,22.5916,41.6,100.0
2021-09-09 04:13:00,22.5415,41.5,100.0
2021-09-09 04:14:00,22.5414,41.4,100.0
2021-09-09 04:15:00,22.608099999999997,41.43333333333333,100.0
2021-09-09 04:16:00,22.566499999999998,41.5,100.0
2021-09-09 04:17:00,22.591549999999998,41.55,100.0
